sequence,domain,n_frames,n_valid,absence_rate,median_fov_h,median_fov_v,fov_area_p05,fov_area_p95,scale_ratio_p95_p05,polar_fraction,seam_fraction,angular_step_p50_deg,angular_step_p95_deg,scene_tags,manual_video_label,baseline_auc,baseline_sr,baseline_fps,baseline_scored_frames,baseline_mean_frame_iou,baseline_mean_frame_dual_iou,lost_segment_count,longest_lost_segment,first_lost_frame,lost_frame_fraction,sutrack_t224_auc,sutrack_t224_sr,sutrack_t224_fps,sutrack_t224_auc_delta,sutrack_b224_auc,sutrack_b224_sr,sutrack_b224_fps,sutrack_b224_auc_delta,uetrack_auc,uetrack_sr,uetrack_fps,uetrack_auc_delta,lorat_auc,lorat_sr,lorat_fps,lorat_auc_delta,ft_v4_ep1_auc,ft_v4_ep1_sr,ft_v4_ep1_fps,ft_v4_ep1_auc_delta,ft_v4_ep4_auc,ft_v4_ep4_sr,ft_v4_ep4_fps,ft_v4_ep4_auc_delta,ft_ep6_auc,ft_ep6_sr,ft_ep6_fps,ft_ep6_auc_delta,ft_ep7_auc,ft_ep7_sr,ft_ep7_fps,ft_ep7_auc_delta,best_method,best_auc,best_auc_delta
train_real/seq_0011,train_real,5530,5530,0.0,22.4715,51.822500000000005,508.6701225,5844.000156650001,11.488782018350216,0.03291139240506329,0.19421338155515372,0.6165775880510217,1.8252357007565194,seam;scale,,0.6866220534153252,0.8970880810273105,23.91184807508169,5529,0.6950011932948841,0.7195987457312968,82,38,19,0.10291191897268946,0.677716628340611,0.8634472779887864,45.156756955016476,-0.008905425074714257,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.6866220534153252,0.0
train_real/seq_0012,train_real,5480,5480,0.0,32.0445,52.081,547.6638324,5527.087591100001,10.092117215188228,0.0677007299270073,0.0989051094890511,0.5852545887163575,1.660858090671673,scale,,0.5775124066783129,0.7848147472166453,23.31229503524504,5479,0.5796099250216084,0.5891978780610964,154,197,4,0.21518525278335462,0.5893150470628112,0.802518707793393,42.96467376357336,0.011802640384498297,0.6132679755603647,0.8525278335462676,28.688356833883592,0.03575556888205178,0.5693339938640176,0.7517795218105494,46.26082486455081,-0.008178412814295322,0.6106779999826175,0.8443146559591166,8.866009671419379,0.033165593304304575,0.6298507722125171,0.8112794305530207,16.58042534944311,0.05233836553420412,0.6568890743010107,0.8673115532031392,13.722302507302391,0.0793766676226978,0.6264003685065924,0.8065340390582223,14.432834494784219,0.04888796182827948,0.6377336844575391,0.8443146559591166,14.561089747320741,0.060221277779226146,ft_v4_ep4,0.6568890743010107,0.0793766676226978
train_real/seq_0013,train_real,5604,575,0.8973947180585297,2.558,2.899,1.0350272,47.832262799999995,46.213532166111186,0.0,0.0,0.2502996356137911,0.8993640729611015,small;scale;absent;hard;drift,,0.3300149328023892,0.34843205574912894,25.136374747338266,574,0.30595633840000425,0.30595633840000425,1,374,201,0.6515679442508711,0.3364858138377303,0.34843205574912894,46.57913372390666,0.006470881035341103,0.33739837398373984,0.34843205574912894,28.266245526804642,0.007383441181350647,0.3413804546208727,0.34668989547038326,45.91047385776001,0.011365521818483493,0.3230462916874067,0.34843205574912894,8.268553025474475,-0.006968641114982521,0.33889165422266465,0.34843205574912894,14.728214211023602,0.008876721420275457,0.337149493943919,0.34843205574912894,17.722630365262415,0.007134561141529827,0.34079973452795753,0.34843205574912894,18.071867617669916,0.010784801725568338,0.34005309440849507,0.34843205574912894,15.674562720149442,0.010038161606105878,uetrack,0.3413804546208727,0.011365521818483493
train_real/seq_0014,train_real,6184,6183,0.0001617076326002609,12.139,21.317,122.3746268,567.7189739999994,4.639188603433595,0.10367135694646612,0.15267669416141033,0.46814450078039344,1.362297273409774,seam;scale,,0.7104650983654542,0.939178259462957,25.6332708344615,6182,0.7198793213797737,0.7319044625835492,48,74,213,0.06082174053704303,0.6539107393199921,0.8515043675186024,42.055654057033685,-0.05655435904546213,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.7104650983654542,0.0
train_real/seq_0015,train_real,1368,658,0.5190058479532164,67.10749999999999,111.9685,4994.6475033,11283.221925299998,2.259062710200288,0.0,0.12917933130699089,1.0668054961873512,3.0751324077743503,large;seam;absent;hard;drift,,0.25237370442849894,0.1111111111111111,9.874724253119783,657,0.23238189588660788,0.33645576687871737,16,163,10,0.8888888888888888,0.2420091324200914,0.0654490106544901,26.207176620643942,-0.010364572008407541,0.22461404653185482,0.0700152207001522,22.070309744724266,-0.027759657896644113,0.20200043487714725,0.0471841704718417,12.945960553194288,-0.050373269551351685,0.2396173081104588,0.1019786910197869,8.590223022807859,-0.012756396318040125,0.2252663622526636,0.1187214611872146,6.986831986594068,-0.027107342175835325,0.2206276726824672,0.1293759512937595,8.058113692187728,-0.031746031746031744,0.22736826846415886,0.1354642313546423,7.772174865143373,-0.025005435964340073,0.2217873450750163,0.1293759512937595,7.3759697656349426,-0.03058635935348264,baseline,0.25237370442849894,0.0
train_real/seq_0016,train_real,2487,2487,0.0,17.242,20.961,282.0988391,551.6308559999999,1.9554524143378507,0.9312424607961399,0.2915158825894652,0.38637896887481676,1.042616906655614,polar;seam;hard;drift,,0.05953338696701528,0.0,10.001474043029816,2486,0.03467239307860624,0.0465344080857088,1,2486,1,1.0,0.38915067233651307,0.3801287208366854,41.898680013195154,0.3296172853694978,0.22610427920162432,0.15406275140788414,27.186925807934042,0.16657089223460902,0.24610198061525496,0.1407884151246983,29.09241790864944,0.1865685936482397,0.09452936444086887,0.0,9.499486590100915,0.03499597747385359,0.42929931425506646,0.42759452936444087,15.26741166256132,0.3697659272880512,0.20716009654062748,0.10458567980691874,12.707458903711116,0.14762670957361218,0.19804237060874227,0.10780370072405471,12.121581249468884,0.13850898364172698,0.21606711872198597,0.12670957361222848,14.449810704251751,0.1565337317549707,ft_v4_ep1,0.42929931425506646,0.3697659272880512
train_real/seq_0017,train_real,1397,1397,0.0,33.779,87.206,2152.8505895999997,3975.8941322,1.8468044886193065,0.0,0.16678596993557623,1.020047310088816,2.151977058272008,seam,,0.8573134124710055,0.9871060171919771,25.518784842395917,1396,0.8747928355456027,0.8759053612470881,3,12,132,0.012893982808022923,0.8314572247237002,0.9842406876790831,42.50090183428059,-0.025856187747305248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.8573134124710055,0.0
train_real/seq_0018,train_real,3788,3788,0.0,16.789,29.820999999999998,47.64544065000002,941.4619043999995,19.759748079903616,0.05939809926082365,0.15945089757127773,0.3746187472252694,1.217197864935115,seam;scale,,0.5449972965156489,0.6773171375759176,27.31669622710992,3787,0.5411486031124882,0.5440777560438339,28,222,184,0.32241880116186955,0.6299872999107221,0.7773963559545815,41.979627870478105,0.08499000339507323,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.6299872999107221,0.08499000339507323
train_real/seq_0019,train_real,5003,4990,0.002598440935438706,9.0265,21.113500000000002,49.76211925,574.9001276000001,11.55296712167258,0.0,0.13046092184368738,0.2381163029472178,0.8785600763314776,small;seam;scale,,0.8186009220284627,0.9903788334335538,27.850220336889493,4989,0.8345551754317542,0.8350987776444653,28,6,487,0.009621166566446182,0.7362864969599786,0.9047905391862097,40.701160160223665,-0.08231442506848408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.8186009220284627,0.0
train_real/seq_0020,train_real,12246,12234,0.0009799118079373281,23.5745,47.961,221.66136949999998,3507.4472897500004,15.82344861290772,0.0010626123916952755,0.09825077652444009,0.38757151301335735,1.5279877705329596,scale,,0.6657947083026786,0.8514673424343988,26.37074432556426,12233,0.6726848892940992,0.6881967194568699,88,677,5,0.14853265756560124,0.5039607930149906,0.6094171503310717,40.7941653936343,-0.16183391528768798,0.6865737875302168,0.8675713234693043,25.62303108823053,0.02077907922753819,0.5331480421809859,0.6654949726150576,35.91070393821278,-0.13264666612169274,0.5384109337350571,0.6708902149922341,8.049836268617925,-0.1273837745676215,0.6968076202932738,0.8521213112073899,19.96096340492279,0.031012911990595193,0.6990381209297256,0.8523665494972615,20.052692958026,0.033243412627047,0.6966168794011514,0.8513855963377749,17.04860232647551,0.03082217109847274,0.7064419816810891,0.8666721164064416,15.028504283403912,0.04064727337841045,ft_ep7,0.7064419816810891,0.04064727337841045
train_real/seq_0021,train_real,1655,1652,0.0018126888217522286,12.163499999999999,23.738,207.47567955000002,357.9407638,1.7252179367545537,0.0,0.026634382566585957,0.28118659708959765,0.8623891662325727,,,0.8797265726399586,0.9927316777710479,28.78885655129709,1651,0.8984582592958065,0.8984582592958065,1,12,1587,0.0072683222289521504,0.8131002855412304,0.9794064203513022,42.87700280083819,-0.0666262870987282,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.8797265726399586,0.0
train_real/seq_0022,train_real,15311,15311,0.0,19.963,45.819,293.6738925,2443.742448,8.32127918214589,0.0323296976030305,0.12311410097315656,0.28532119230965247,1.2459664943470807,seam;scale,,0.5114335479456316,0.5991508817766166,27.84375589716943,15310,0.5042879478632869,0.5067697584687324,91,893,67,0.4007838014369693,0.49204690367329157,0.5897452645329849,39.71084823846458,-0.019386644272339992,0.1544368759914155,0.129523187459177,25.913831230654964,-0.356996671954216,0.5144909956144443,0.5898105813193991,43.67868462776392,0.003057447668812774,0.7074834375291592,0.8708687132593076,7.849854148991972,0.19604988958352765,0.5398898945600448,0.6301763553233181,17.644954031116246,0.028456346614413208,0.5686790457528537,0.6678641410842586,17.793434476404713,0.0572454978072221,0.5071319710117881,0.5827563683866753,16.89461572906856,-0.004301576933843476,0.5767161208049516,0.6736120182887002,19.795751232699313,0.06528257285932004,lorat,0.7074834375291592,0.19604988958352765
train_real/seq_0023,train_real,3748,3748,0.0,57.081,74.5515,2678.019092,6582.205562849999,2.457863568827014,0.0,0.0,0.38974701498348263,1.702431589126302,,,0.6065169595994256,0.8542834267413931,26.665188641916945,3747,0.6081955014307958,0.688100160579214,35,97,177,0.14571657325860687,0.5079619250956321,0.7203095809981318,38.48914236577462,-0.09855503450379355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.6065169595994256,0.0
train_real/seq_0024,train_real,3214,3213,0.000311138767890462,21.646,33.523,106.08848720000002,4819.346248799995,45.427608367291285,0.0,0.0,0.364484259980272,1.5647954266987738,scale,,0.7235812133072408,0.8636363636363636,29.760875500496006,3212,0.7312063932861471,0.7312063932861471,10,404,1802,0.13636363636363635,0.7512601553697443,0.9265255292652553,40.26201913213453,0.027678942062503542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.7512601553697443,0.027678942062503542
train_real/seq_0025,train_real,895,895,0.0,43.459,105.503,1130.1886939,11106.069378199994,9.826739055295015,0.0,0.07597765363128492,0.7562052071669783,2.9307935601884303,large;scale,,0.5688185788856929,0.7416107382550335,26.330501607760393,894,0.5684341414905889,0.6598674198735432,23,91,21,0.25838926174496646,0.5760093746670928,0.7371364653243848,38.882149506141076,0.007190795781399917,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.5760093746670928,0.007190795781399917
train_real/seq_0026,train_real,29457,13518,0.5410937977390773,24.116,52.895,116.27032104999999,3555.0042607499995,30.575337099320752,0.0,0.28880011836070424,0.257549910475714,1.3811724874705027,seam;scale;absent;hard;drift,,0.202235632730565,0.20337352962935562,25.627923479124366,13517,0.17397239121316208,0.22360517189326315,57,4426,103,0.7966264703706444,0.5477758166964352,0.6583561441148184,39.5710099264207,0.34554018396587016,0.4920329602581581,0.5902197233113856,25.651926671040084,0.28979732752759313,0.4848039681952533,0.5717984759931938,38.00704270849903,0.2825683354646883,0.5485085800244489,0.6696752237922616,8.231436916685741,0.3462729472938839,0.12157530023920497,0.07035584819116668,12.75216197923646,-0.08066033249136002,0.5014708110069508,0.592661093437893,16.390795593105555,0.2992351782763858,0.5197581881017554,0.6176666420063623,16.649073969493685,0.31752255537119045,0.521903634576565,0.6207738403491899,11.895308015342083,0.31966800184599997,lorat,0.5485085800244489,0.3462729472938839
train_real/seq_0027,train_real,793,793,0.0,45.349,103.384,3069.6605234,9097.6676472,2.9637373832867007,0.0,0.1828499369482976,1.28481245455861,5.655023095262561,large;seam;fast;hard;drift,,0.09415584415584417,0.006313131313131313,11.53807345441862,792,0.061449031488682436,0.12503748628883468,4,666,3,0.9936868686868687,0.10708273208273208,0.012626262626262626,22.481290293597606,0.012926887926887912,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.10708273208273208,0.012926887926887912
train_real/seq_0028,train_real,3373,3373,0.0,40.982,90.472,2253.687354,7389.4635808,3.278832606343852,0.0,0.3071449747998814,0.773598505026583,3.6881955277671596,seam,,0.7412302999491612,0.9765717674970344,27.140782694906296,3372,0.7534013119605318,0.7583111293080841,33,10,138,0.0234282325029656,0.7454527481217872,0.9801304863582444,39.913773474519516,0.004222448172625959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.7454527481217872,0.004222448172625959
train_real/seq_0029,train_real,1282,1280,0.0015600624024960652,3.761,12.285,24.967214400000003,72.81148929999999,2.9162840569030393,0.0,0.0,0.12081848837586735,0.39205460678049303,small,,0.7642131129230426,0.9859265050820953,31.47714727697834,1279,0.7783296212173545,0.7783296212173545,6,11,69,0.014073494917904612,0.7304441714136788,0.9749804534792806,42.54350465273716,-0.033768941509363826,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.7642131129230426,0.0
train_real/seq_0030,train_real,4771,4771,0.0,40.061,66.671,2607.9796945000003,10496.3713485,4.024713601350473,0.0,0.555858310626703,0.16203338487555297,0.9380967222904268,seam;scale;drift,,0.49795347908555454,0.4610062893081761,25.246937901963054,4770,0.4978262802180235,0.4978262802180235,185,281,242,0.5389937106918239,0.5057801737047021,0.4589098532494759,39.966518043427634,0.007826694619147534,0.31083158630328445,0.0870020964360587,25.929712817755213,-0.1871218927822701,0.5026155535589497,0.4077568134171908,37.16508201828517,0.0046620744733951724,0.5138464610162723,0.6530398322851153,8.52426643565065,0.015892981930717753,0.33572926025756217,0.0819706498951782,13.185052483004444,-0.16222421882799237,0.3392832185285015,0.08448637316561845,14.030821878364808,-0.15867026055705302,0.3466407107916542,0.0859538784067086,11.1431635049978,-0.15131276829390033,0.3393730657881601,0.08364779874213836,12.323046061513669,-0.15858041329739442,lorat,0.5138464610162723,0.015892981930717753
train_real/seq_0031,train_real,5816,74,0.9872764786795049,186.7065,182.34050000000002,31524.6472713,81739.26172165,2.5928683997065787,0.0,0.0,2.0773426511351722,17.6670909325244,large;fast;absent,,0.6438356164383561,0.7671232876712328,13.480278531121002,73,0.6463003237543333,0.8368702762301439,7,7,1,0.2328767123287671,0.3842139595564253,0.3972602739726027,25.989890267879677,-0.2596216568819308,0.3692106979778212,0.410958904109589,18.626969716646293,-0.2746249184605349,0.4344422700587085,0.4931506849315068,11.524353565800121,-0.20939334637964757,0.19699934768427918,0.2054794520547945,8.21257589159798,-0.4468362687540769,0.3515981735159817,0.4931506849315068,4.940929028604248,-0.29223744292237436,0.4018264840182648,0.5068493150684932,6.760222148288347,-0.24200913242009126,0.39791258969341164,0.5068493150684932,6.3525444169540215,-0.24592302674494443,0.370515329419439,0.4931506849315068,4.944046676406567,-0.2733202870189171,baseline,0.6438356164383561,0.0
train_real/seq_0032,train_real,3143,2333,0.25771555838370985,12.047,16.943,10.9290824,1858.1040108000002,170.01464009457922,0.0,0.03857693956279468,0.30953475407562886,1.0767595997913149,scale;absent;hard;drift,,0.28936943559585065,0.31689536878216124,28.327357132609496,2332,0.2647236040925172,0.2647236040925172,15,1469,538,0.6826758147512865,0.3849750878052765,0.45926243567753,41.904976096792964,0.09560565220942585,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.3849750878052765,0.09560565220942585
train_real/seq_0033,train_real,8775,8775,0.0,138.085,139.674,13296.873975,41828.21682269999,3.145718076394718,0.0025071225071225073,0.050484330484330486,0.8054346704275661,2.904231653700983,large;hard;drift,,0.3192278050951404,0.13027125598358788,10.537611033289826,8774,0.30817886838059955,0.3992178475309577,300,1410,1,0.8697287440164121,0.33338217894862526,0.2549578299521313,29.844279971145323,0.014154373853484836,0.24840709021242416,0.13471620697515385,23.698793771520357,-0.07082071488271627,0.31648702334820406,0.22760428538864827,13.953020585393412,-0.0027407817469363716,0.2785448348475474,0.12970139047184864,8.006692261412118,-0.04068297024759304,0.34250545442704083,0.15078641440620014,8.014511195348282,0.023277649331900407,0.3475256982209341,0.15488944609072258,6.914057587557789,0.02829789312579367,0.35327862624420636,0.1651470253020287,7.510152726597977,0.034050821149065935,0.34814983663855326,0.16036015500341919,4.329776609166314,0.02892203154341283,ft_ep6,0.35327862624420636,0.034050821149065935
train_real/seq_0034,train_real,5002,4377,0.12495001999200317,8.77,22.928,1.757352,5811.3904711999985,3306.90178814489,0.0,0.06008681745487777,0.297423870156224,1.4620603714201146,small;scale;absent,,0.726321058587969,0.8238117001828154,30.710516980426174,4376,0.7338167596632859,0.7351340521418963,11,688,65,0.17618829981718465,0.6649364498998869,0.8135283363802559,41.46136920342572,-0.061384608688082154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.726321058587969,0.0
train_real/seq_0035,train_real,3773,3322,0.11953352769679304,8.4705,23.0395,5.35792855,7529.341070200001,1405.2708989932316,0.0,0.012642986152919929,0.4195256293228662,1.7975033424582119,small;scale;absent,,0.6825826988428614,0.8256549232158988,29.820691214665786,3321,0.6875079469846792,0.6924344204467371,9,543,48,0.17434507678410116,0.6511521199868084,0.7898223426678711,42.3301826729674,-0.03143057885605294,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.6825826988428614,0.0
